county_fips,incidentId,declaration_count,declaration_numbers
53013,2020030901,2,"3427, 4481"
53015,2020030901,2,"3427, 4481"
53017,2020030901,2,"3427, 4481"
53019,2020030901,2,"3427, 4481"
53019,2021071401,2,"4631, 5397"
53019,2024072501,2,"4849, 5518"
53021,2020030901,2,"3427, 4481"
53023,2020030901,2,"3427, 4481"
53025,2020030901,2,"3427, 4481"
53027,2020030901,2,"3427, 4481"
53027,2025121001,2,"3629, 4906"
53029,2020030901,2,"3427, 4481"
53031,2020030901,2,"3427, 4481"
53031,2025121001,2,"3629, 4906"
53033,2020030901,2,"3427, 4481"
53033,2025121001,2,"3629, 4906"
53035,2020030901,2,"3427, 4481"
53037,2020030901,2,"3427, 4481"
53037,2025121001,2,"3629, 4906"
53039,2020030901,2,"3427, 4481"
53041,2020030901,2,"3427, 4481"
53041,2025121001,2,"3629, 4906"
53043,2020030901,2,"3427, 4481"
53045,2020030901,2,"3427, 4481"
53045,2025121001,2,"3629, 4906"
53047,2014071703,2,"3371, 5062"
53047,2020030901,2,"3427, 4481"
53047,2021071401,2,"4631, 5397"
53047,2024072501,2,"4849, 5518"
53049,2020030901,2,"3427, 4481"
53051,2020030901,2,"3427, 4481"
53053,2020030901,2,"3427, 4481"
53053,2025121001,2,"3629, 4906"
53055,2020030901,2,"3427, 4481"
53055,2025121001,2,"3629, 4906"
53057,2020030901,2,"3427, 4481"
53057,2025121001,2,"3629, 4906"
53059,2020030901,2,"3427, 4481"
53061,2014032201,2,"3370, 4168"
53061,2020030901,3,"3427, 3507, 4481"
53061,2025121001,2,"3629, 4906"
53063,2020030901,2,"3427, 4481"
53065,2020030901,2,"3427, 4481"
53067,2020030901,2,"3427, 4481"
53067,2025121001,2,"3629, 4906"
53069,2020030901,2,"3427, 4481"
53069,2025121001,2,"3629, 4906"
53071,2020030901,2,"3427, 4481"
53073,2020030901,2,"3427, 4481"
53073,2025121001,2,"3629, 4906"
53075,2020030901,2,"3427, 4481"
53077,2020030901,2,"3427, 4481"
53077,2025121001,2,"3629, 4906"
54001,2012063004,2,"3345, 4071"
54001,2012102505,2,"3358, 4093"
54001,2020030901,2,"3450, 4517"
54003,2012063004,2,"3345, 4071"
